feat_1,feat_2,feat_3,feat_4,PlayId
38.78134734124343,1266.7880828446825,176.61167308519185,791.9458074329086,20170907000118
157.71814788793748,1492.4132728268319,214.30250041953974,-113.09845795386673,20170907000139
106.23433610393418,1443.2991444043837,638.2739473197023,903.5392550217821,20170907000189
312.56881777710163,1493.1150867000688,596.012373054127,-341.62517160543075,20170907000345
195.35030802453898,1737.9319834161988,113.94789238043784,1799.4187385837686,20170907000395
249.07175752249205,2981.636595562886,281.14306892746646,-260.8479753504905,20170907000473
437.83887814476674,2526.0433842693146,498.06088191032376,1900.6647494948247,20170907000516
181.4207248781769,1286.4673846824192,643.6925432194527,917.8751137510699,20170907000653
157.66904055848363,1856.9461673919598,574.0128147478054,2027.371310614837,20170907000680
567.1285822925769,2412.9480295671515,191.1939382005116,2031.6313085822903,20170907000801
82.77277545936275,1696.4302781841172,783.824745367919,967.3512469791453,20170907000917
136.887276852936,1526.2843722179925,209.84378020719615,-191.0625226281013,20170907001004
275.86929958970194,2586.7139969865084,477.67050910305267,1394.790455340296,20170907001077
736.1078069415602,2140.189979184477,440.94585570898386,727.7522824260095,20170907001156
209.95246169852575,2453.3631540759566,209.0557516797439,625.450104935227,20170907001177
328.8509433415509,1285.3925475621854,151.32612929036515,2468.1720402911333,20170907001296
184.8862377930803,1968.4112095663277,410.7568171157376,2157.6928954934747,20170907001355
146.9036000692064,1406.566358527355,698.019320402918,1296.4701813667652,20170907001376
48.22140938167335,1566.1721292337465,440.6896577487983,460.93893868247187,20170907001443
448.46325758835394,2492.264181248734,758.7522336039626,557.3637441640867,20170907001488
190.93567468056924,2171.5274803156562,325.7445585097886,1034.5846281134418,20170907001509
73.25687564948558,1888.4821816337899,758.4963593888848,996.3496722720247,20170907001530
128.5662147595395,2213.291609377275,782.457430255854,-793.3528367665349,20170907001551
388.1220103202653,2411.3100175245954,736.8398310683918,132.25038731499626,20170907001605
41.1054790407685,3115.5333664842437,154.82979760269342,428.06326496396923,20170907001664
125.36019766261072,2083.610393719426,952.4514055531542,1227.2569648536087,20170907001715
312.6764777737549,1800.4920775772907,282.43849624443664,1011.0375439397258,20170907001736
67.3430978597229,885.3516793116555,189.2207231682307,628.5262457103331,20170907001819
35.912115049195215,1286.726414799516,142.32059844488273,1883.4919619434359,20170907001955
97.63681752603016,1219.7605273227316,494.6284259185317,1726.346981977128,20170907002430
91.84450718860447,2000.2112161354257,728.245790431499,1573.0348474985885,20170907002648
198.37794439304878,1587.5995403552563,859.5246640439964,757.5089507336415,20170907002669
11.625894827112282,1359.619605822783,818.7035668889271,758.1460156400274,20170907002829
13.848413016098567,1411.8372006204531,191.5648163169488,-210.2011092373382,20170907002900
475.03656410865034,2139.65463147284,548.8670040569202,2047.1763837172366,20170907002961
158.09360065134604,1588.1979828737058,684.4402081208304,622.3829757107073,20170907003138
374.70695905000815,2402.504977659479,600.4309177801202,450.7637511727253,20170907003161
60.525477515383514,1294.4228901949334,61.65849784412607,-246.7020378255579,20170907003261
113.12429076632066,1609.0192279323715,753.4957763821781,1457.2619673091294,20170907003444
74.45048467222561,1233.5500626775863,744.5276845145361,669.2023376949915,20170907003465
456.19195201943865,2924.670559940331,334.49890102146145,1532.6798677739434,20170907003507
432.1241637922871,2277.727279574887,110.03998593926327,2058.4067109699827,20170907003635
155.89188865612346,1566.1206639832626,681.9527295394778,-144.07922073577174,20170907003874
24.062230631752385,1518.2626291624106,705.28239615671,-266.8036218192533,20170907004025
566.6068639579498,2770.380676808525,728.5230800139639,1872.924663775646,20170907004046
140.3729887845064,2283.6506379024004,263.844096750616,599.9328672492666,20170907004182
14.407747318458611,2048.038618115742,115.52254250642659,-437.5099170488593,20170907004314
190.5659521320912,1485.29797101619,153.94690868746358,-377.4971761856759,20170907004465
714.9009559189874,2242.861717206277,575.6368575709251,1400.1522959389995,20170907004486
498.98164483862894,2089.667153978562,456.2149058271178,1326.752654797293,20170907004622
16.46638216291562,1144.014058401777,480.32856876411466,1380.655700013166,20170907004660
95.73815678706845,1158.5020788925528,429.807471704116,2528.9493060352515,20170907004721
174.76818427214252,822.4706397443487,686.0318645079143,2461.0106861925033,20170910000081
292.4959091185377,2044.0116118251408,820.2562702806217,809.5351836718746,20170910000221
164.11777586739754,1665.4809193725803,764.7643615248431,1322.0628243130072,20170910000242
98.62331795991705,1497.0944969741695,56.85814928713932,1145.59736579519,20170910000263
153.1251352063366,1740.3888458990311,742.563281699378,1291.141554525383,20170910000305
177.9937442227207,2146.949541823332,663.4448952150957,393.97926870004267,20170910000358
235.16269799891856,1415.6064829332838,788.6351938871409,-323.6717414628656,20170910000626
122.81317722209423,2668.677802330353,753.7342816804107,600.3810386495943,20170910000882
14.558941894390731,1891.1255198697318,806.7846264189604,-50.1731154801646,20170910000978
252.43784426753777,1356.6919737144465,143.55866770488836,1358.2303700163789,20170910001020
176.82255541754918,1878.132108641637,704.0808434715352,982.1147294523917,20170910001041
498.1936532792978,1611.4181772017375,742.7744418427721,2056.5763514894497,20170910001102
39.74516925240352,1669.2281087323154,799.3996963510374,1475.7985334878258,20170910001123
138.40261114975596,2226.683355681988,769.4297317345516,516.5952392741319,20170910001522
36.37420712395349,2670.0618755453606,727.9662515737084,999.8738236905565,20170910001543
304.6240612134551,2357.3297226252353,207.37673628563027,1355.9891211959139,20170910001622
135.42891006571483,2207.3989724930893,211.15284313686877,464.94944870684867,20170910001689
116.7431810409745,2271.878430842094,191.95712720435264,922.9098366171957,20170910001738
166.52133746072525,2066.4312688992686,95.01249168901946,912.4229769035369,20170910001770
21.20253676506753,1832.8783872082927,634.5714603966802,283.5129522823961,20170910002211
415.68637880578257,3304.6383058762667,295.1023582749111,411.59291487324936,20170910002293
125.0904357219384,2717.9987778949453,825.8063399517252,527.1089966054569,20170910002384
896.5888335772668,2891.1418629873297,351.3145050091968,843.0831845155117,20170910002477
313.76088875978826,2391.95581022447,820.4462316854983,1951.5193463268743,20170910002577
115.03621105303957,1630.29397068242,757.0479769854505,500.89306930206476,20170910002631
394.41780230927134,2072.654382304038,710.7193828179508,962.0609979988367,20170910002754
24.914127248273925,1537.1861396048846,130.35033106149433,432.22829653648296,20170910002891
125.58766169556465,1606.2908413929501,91.9867569353887,1369.8192580086506,20170910003180
396.69216960560175,2392.4226361621227,781.1027168332096,1775.9833293171405,20170910003233
244.30024947121802,1894.9267809066914,740.375012442797,1141.7279012489862,20170910003275
552.2096022410913,4704.834389209809,800.2566288129462,1962.8388003130249,20170910003296
289.713806140018,2378.157018490827,753.4025607533623,1738.9501513082096,20170910003350
477.94674321995325,2382.2987293511414,635.4384616175223,819.0272438824959,20170910003371
257.7233917072314,2804.120955934135,660.935415549362,-215.74491802399416,20170910003454
317.7052246530145,3378.4607747367386,310.38671198710676,696.0606046270491,20170910003475
147.92689564656646,2526.6939272195614,51.89794865473049,951.8220350717384,20170910003531
23.614660020025994,1227.4514297016995,765.6678882933539,517.0120417959652,20170910003608
30.323694570459388,2264.2471424678956,793.4827779758396,431.64899866872565,20170910003629
52.4391695390861,1615.2085727853776,747.599366237196,3514.951297102294,20170910003857
313.96039590781885,2491.315237394911,740.9507777579915,-7.330277436120014,20170910003878
88.51801506246927,1743.0075116417024,650.6042235058889,1143.7318140976759,20170910004094
354.57584263284014,1645.7007777310732,747.0812581787995,-1088.8680377233673,20170910004132
27.728154676576082,1465.4512367560367,774.8364525985634,1504.1156966595468,20170910004196
292.87567024351733,1878.9575546600604,807.5744542640668,271.01989589974255,20170910004249
154.612968581611,1506.4205847715155,125.83621635178729,1607.1147469544667,20170910010071
96.37271440589791,2088.6180506126866,692.3859935665633,-107.31250368936071,20170910010164
309.2026364027401,2823.196962489171,426.7934901432304,-406.39025303168455,20170910010209
140.98458120981442,906.0419282263581,759.7052162439372,-211.67995848253486,20170910010254
